Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kolkata,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,272.8,323,Hazardous,230.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,254.9,305,Hazardous,237.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,239.9,290,Very Unhealthy,225.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,226.5,276,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,213.2,263,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,201.6,252,Very Unhealthy,190.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,212.3,262,Very Unhealthy,223.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,220.3,270,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,209.6,260,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,200.7,251,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,199.6,250,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,196.8,247,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,183.6,234,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2019-01-01 02:00 PM,2019,01,01,14,147.6,199,Unhealthy,118.0,UG/M3,1 Hr,Valid
